loan_type,loan_amount_index,previous_defaults,previous_nondefaults,previous_loan_count,cars_in_household,other_vehicles_owned,adults_in_household,children_in_household,market_segment_code,issues_needing_resolution,hmc,application_year,application_month,application_in_first_half_of_month,loan_origination,repeat_customer,mystery_field,loan_default
auto,45,0,4,4,0,1,1,0,ms818,1,0,2021,5,0,bank branch,1,21,0
auto,67,2,5,7,0,1,1,0,ms818,0,1,2021,10,1,other,1,9,0
auto,117,0,0,0,2,4,2,0,ms818,2,0,2022,6,0,website,0,202,1
auto,94,0,0,0,0,1,1,0,ms498,2,0,2021,11,0,website,0,11,0
auto,75,0,0,0,0,3,2,0,ms818,0,0,2022,3,0,bank branch,0,77,0
auto,78,0,0,0,2,3,2,0,ms818,0,0,2021,9,0,bank branch,0,223,0
auto,104,0,0,0,1,3,2,1,ms498,1,0,2021,2,1,website,0,46,0
auto,98,0,0,0,1,1,2,0,ms818,3,0,2022,1,1,website,0,4,0
residential,90,0,0,0,1,1,1,0,ms818,0,0,2021,11,0,bank branch,0,309,0
auto,67,0,0,0,0,1,1,0,ms818,0,0,2020,12,0,bank branch,0,19,0
auto,122,0,0,0,0,4,2,0,ms818,1,0,2022,6,1,website,0,53,0
auto,211,0,0,0,2,0,2,2,ms301,2,0,2021,9,1,website,0,19,0
auto,91,0,0,0,2,3,2,0,ms498,0,0,2021,10,1,bank branch,0,157,0
auto,65,6,63,69,1,2,1,0,ms818,1,0,2022,5,1,other,1,14,0
auto,80,0,0,0,0,3,2,0,ms818,1,0,2021,7,1,website,0,82,0
auto,75,0,0,0,0,3,2,0,ms818,0,0,2020,10,0,bank branch,0,147,0
auto,80,0,0,0,1,2,1,0,ms818,2,0,2020,12,0,website,0,24,0
auto,130,0,0,0,0,2,2,0,ms818,0,0,2021,1,1,bank branch,0,61,0
residential,122,0,0,0,2,1,1,2,ms818,0,0,2022,4,1,bank branch,0,86,0
auto,111,0,0,0,0,2,2,2,ms818,1,0,2021,4,1,website,0,12,0
auto,90,0,0,0,2,1,2,0,ms818,0,0,2022,3,0,bank branch,0,295,1
auto,88,0,0,0,1,3,1,0,ms818,0,0,2021,4,0,website,0,41,0
auto,107,0,0,0,0,4,2,0,ms818,2,0,2022,7,0,website,0,243,1
auto,130,0,0,0,1,0,1,0,ms818,0,0,2021,1,0,website,0,53,0
auto,166,0,0,0,0,3,3,0,ms498,1,1,2022,7,0,website,0,212,1
auto,97,0,0,0,0,1,1,0,ms818,3,1,2021,4,1,website,0,23,0
auto,150,0,0,0,0,1,2,0,ms498,2,0,2022,6,1,website,0,29,0
auto,90,0,0,0,1,4,2,0,ms818,1,0,2022,2,0,website,0,65,0
auto,80,0,0,0,0,3,2,0,ms818,0,0,2020,10,0,website,0,97,0
auto,105,0,0,0,0,2,2,0,ms818,0,0,2020,7,0,bank branch,0,90,0
residential,86,0,0,0,0,4,1,0,ms818,0,0,2021,9,0,bank branch,0,336,0
residential,159,0,0,0,0,3,2,0,ms818,1,0,2022,4,1,website,0,100,1
auto,89,0,0,0,2,2,2,0,ms818,0,0,2020,8,0,bank branch,0,22,0
other,68,0,0,0,0,1,2,0,ms818,1,0,2021,4,0,website,0,35,0
residential,221,0,0,0,2,1,2,2,ms301,2,0,2022,2,0,website,0,25,0
auto,150,0,0,0,0,2,2,0,ms498,0,0,2022,7,1,website,0,93,0
auto,203,0,0,0,2,1,3,0,ms498,1,0,2022,7,1,website,0,60,0
auto,86,0,0,0,0,2,1,0,ms818,0,0,2021,5,0,bank branch,0,71,0
residential,218,0,0,0,1,0,2,0,ms818,3,0,2022,8,1,website,0,39,0
auto,153,0,0,0,2,1,2,0,ms818,1,0,2022,7,1,website,0,53,1
auto,85,0,0,0,1,3,2,0,ms818,0,0,2021,2,0,bank branch,0,43,0
other,68,0,0,0,1,0,2,0,ms818,2,0,2021,4,0,website,0,276,0
auto,99,0,0,0,1,3,2,0,ms818,2,0,2021,9,1,website,0,150,0
auto,165,0,0,0,0,2,2,0,ms498,1,0,2020,7,1,website,0,10,0
auto,132,0,0,0,1,2,2,0,ms818,1,0,2022,7,1,website,0,24,0
auto,130,0,0,0,1,3,2,0,ms498,0,0,2021,8,1,website,0,60,0
auto,122,0,0,0,1,3,2,0,ms818,0,0,2022,7,0,website,0,36,0
auto,126,0,0,0,0,2,2,0,ms818,2,0,2020,7,0,website,0,30,0
auto,106,0,0,0,1,1,2,0,ms498,0,0,2021,6,0,website,0,34,0
auto,108,0,0,0,2,0,2,0,ms818,1,0,2022,3,1,website,0,36,0
other,103,0,0,0,2,0,2,0,ms818,0,0,2021,11,1,website,0,23,0
auto,113,0,0,0,0,2,2,0,ms498,2,0,2021,10,0,website,0,55,0
auto,123,0,0,0,0,4,2,0,ms498,1,0,2021,9,0,website,0,182,1
auto,95,0,0,0,1,2,2,0,ms818,0,0,2021,4,0,bank branch,0,208,0
residential,136,0,0,0,2,6,2,0,ms498,0,0,2022,5,0,website,0,108,0
auto,101,0,0,0,0,1,2,0,ms818,1,0,2021,10,0,website,0,34,0
other,114,0,0,0,1,3,2,0,ms818,2,0,2021,9,1,website,0,35,0
other,89,0,0,0,0,2,2,0,ms818,0,0,2022,7,0,website,0,207,1
other,80,0,0,0,1,2,2,0,ms818,0,0,2022,8,1,bank branch,0,200,0
auto,71,0,0,0,1,2,2,0,ms818,1,0,2021,8,0,bank branch,0,149,0
auto,105,0,0,0,0,3,2,0,ms498,0,0,2021,8,0,website,0,146,0
auto,73,0,0,0,0,1,2,0,ms818,0,0,2021,9,0,bank branch,0,19,0
auto,120,0,0,0,1,2,1,0,ms818,0,0,2021,9,1,website,0,31,0
auto,126,0,0,0,1,3,2,0,ms498,2,1,2021,3,1,website,0,38,0
auto,148,0,0,0,2,1,2,2,ms301,2,0,2021,4,0,website,0,23,0
auto,88,0,0,0,1,3,2,0,ms818,1,0,2022,1,1,website,0,17,0
auto,95,0,0,0,0,3,1,0,ms818,0,0,2020,8,1,other,0,18,0
auto,79,0,0,0,1,3,1,0,ms818,1,0,2022,1,1,website,0,17,0
auto,64,0,0,0,0,3,2,0,ms818,0,0,2021,6,0,bank branch,0,19,0
auto,77,0,0,0,2,3,2,0,ms818,0,0,2022,1,1,website,0,378,1
auto,101,0,0,0,0,2,2,0,ms818,1,0,2021,5,0,website,0,8,0
auto,133,0,0,0,0,4,2,0,ms498,0,0,2021,9,0,website,0,89,1
auto,91,0,0,0,0,3,1,0,ms818,1,0,2021,8,1,website,0,113,0
auto,110,0,0,0,0,1,1,0,ms818,0,0,2021,10,1,bank branch,0,128,0
auto,86,0,0,0,0,2,2,0,ms818,1,0,2021,8,1,website,0,106,1
auto,81,0,0,0,0,3,2,0,ms818,1,0,2020,12,0,website,0,19,0
other,88,0,0,0,1,0,2,0,ms818,1,1,2021,10,1,website,0,19,0
auto,131,0,0,0,2,2,2,0,ms498,2,0,2022,5,1,website,0,182,1
auto,107,0,0,0,0,4,2,0,ms818,0,0,2022,7,1,website,0,257,1
other,169,0,0,0,1,2,2,0,ms818,0,0,2021,12,1,website,0,17,0
auto,180,0,0,0,0,1,2,0,ms498,0,0,2020,7,0,website,0,6,0
auto,209,0,0,0,0,1,1,0,ms296,0,0,2021,1,1,website,0,23,1
auto,103,0,0,0,2,2,3,0,ms498,2,0,2022,1,1,bank branch,0,38,0
auto,87,0,0,0,2,2,2,0,ms498,0,0,2021,3,0,website,0,217,1
residential,117,0,0,0,0,4,2,0,ms818,1,0,2021,1,0,bank branch,0,318,1
auto,126,0,0,0,0,3,2,0,ms498,0,0,2022,6,0,website,0,129,0
auto,101,0,0,0,1,0,2,0,ms818,1,0,2021,10,0,website,0,20,0
auto,121,0,0,0,0,5,2,0,ms498,1,0,2021,8,0,website,0,63,0
auto,93,0,0,0,0,2,1,0,ms818,2,0,2021,11,0,other,0,21,0
other,72,0,0,0,2,2,2,0,ms818,1,0,2021,12,0,website,0,66,0
auto,68,0,0,0,1,4,2,0,ms498,1,0,2020,8,0,bank branch,0,34,0
auto,99,0,0,0,0,4,2,0,ms818,0,0,2021,9,1,website,0,142,0
other,107,0,0,0,2,3,2,0,ms818,0,0,2021,11,1,website,0,43,0
auto,67,0,0,0,2,2,2,0,ms818,0,0,2021,6,0,website,0,111,0
other,79,0,0,0,0,2,2,0,ms818,0,0,2021,6,1,website,0,21,1
auto,80,0,0,0,0,1,1,0,ms818,0,0,2021,7,1,other,0,20,0
auto,171,0,0,0,2,5,3,0,ms498,2,0,2021,2,1,website,0,37,0
auto,96,0,0,0,1,2,2,0,ms818,0,0,2021,10,0,website,0,133,0
auto,60,0,0,0,2,3,2,0,ms498,0,0,2020,9,1,bank branch,0,58,0
auto,99,0,0,0,3,10,2,0,ms818,2,0,2020,12,0,website,0,19,1
auto,0,0,1,1,0,1,1,0,ms818,0,0,2021,5,0,other,1,22,0
residential,115,0,0,0,0,2,2,0,ms818,1,0,2021,1,1,bank branch,0,361,1
auto,110,0,0,0,0,4,2,0,ms818,1,0,2022,5,0,website,0,297,1
other,95,0,0,0,1,2,2,0,ms818,0,0,2021,11,0,website,0,54,1
other,107,0,0,0,0,2,1,0,ms818,0,0,2022,7,0,website,0,85,0
auto,0,0,0,0,1,1,2,0,ms818,1,0,2021,3,1,other,0,81,0
auto,89,0,0,0,0,2,2,0,ms818,2,0,2022,6,0,bank branch,0,226,0
auto,65,0,0,0,0,3,2,0,ms818,0,0,2020,12,1,other,0,34,0
auto,137,0,0,0,1,2,2,0,ms818,1,0,2021,12,0,website,0,16,0
auto,65,0,0,0,0,1,2,0,ms818,0,0,2021,8,0,bank branch,0,449,1
auto,108,0,0,0,0,2,2,0,ms498,1,1,2021,5,0,website,0,25,0
auto,126,0,0,0,0,1,2,1,ms818,1,0,2022,6,0,website,0,144,1
auto,0,0,0,0,0,1,2,0,ms818,0,0,2020,8,0,website,0,20,0
other,150,0,0,0,2,2,2,0,ms818,1,0,2022,5,1,website,0,27,1
auto,110,0,0,0,2,4,1,0,ms818,0,0,2021,11,1,bank branch,0,261,1
auto,105,0,0,0,2,2,2,0,ms818,0,0,2022,4,0,bank branch,0,154,1
auto,129,0,0,0,1,1,3,0,ms818,0,0,2021,12,1,website,0,202,1
auto,89,0,0,0,0,3,2,0,ms818,2,1,2020,7,1,website,0,91,0
auto,85,0,0,0,2,4,2,0,ms818,1,0,2022,4,0,bank branch,0,48,0
auto,81,0,0,0,2,2,2,0,ms818,1,0,2021,8,0,bank branch,0,101,0
auto,97,0,0,0,0,2,2,0,ms818,1,0,2022,5,1,website,0,125,0
auto,75,0,0,0,2,1,2,0,ms818,0,0,2021,4,1,bank branch,0,96,0
auto,105,0,0,0,0,3,2,0,ms818,3,0,2020,12,1,website,0,4,0
auto,147,0,0,0,1,0,3,0,ms498,1,0,2021,9,0,website,0,25,0
auto,95,1,7,8,0,1,1,0,ms818,0,0,2022,6,0,other,1,15,0
auto,145,0,0,0,1,1,2,0,ms818,1,0,2021,1,1,website,0,54,0
auto,70,0,0,0,0,4,2,0,ms818,0,0,2020,8,0,bank branch,0,23,0
auto,85,0,0,0,1,3,2,0,ms818,0,0,2021,2,0,bank branch,0,47,0
auto,113,0,0,0,1,2,1,0,ms818,2,0,2021,2,0,website,0,99,0
auto,72,0,0,0,1,0,2,0,ms818,0,0,2020,8,1,bank branch,0,18,0
other,103,0,0,0,1,2,2,0,ms818,1,0,2022,7,0,website,0,36,0
auto,118,0,0,0,1,0,1,0,ms818,1,0,2022,7,0,website,0,33,0
auto,82,0,0,0,1,3,2,0,ms818,1,0,2021,8,1,website,0,129,0
auto,65,2,5,7,0,1,1,0,ms818,0,0,2021,9,0,other,1,14,0
other,75,0,0,0,2,2,2,0,ms818,1,0,2022,2,1,website,0,46,0
auto,170,0,0,0,1,3,2,0,ms498,0,0,2022,5,1,website,0,42,0
auto,63,0,0,0,3,6,1,0,ms818,1,0,2022,1,1,website,0,57,0
auto,65,0,0,0,0,1,1,0,ms818,0,0,2020,9,1,other,0,30,0
other,144,0,0,0,2,0,2,0,ms818,1,0,2022,5,0,website,0,48,1
auto,112,0,0,0,2,2,2,0,ms818,2,0,2020,8,1,website,0,23,0
auto,81,0,0,0,0,1,2,0,ms818,0,0,2020,12,1,website,0,22,0
auto,94,0,0,0,0,3,2,0,ms498,0,0,2022,3,1,website,0,63,0
auto,131,0,0,0,0,3,3,0,ms498,1,0,2021,7,0,website,0,64,1
other,61,0,0,0,2,3,2,0,ms818,0,0,2021,5,1,website,0,63,0
residential,186,0,0,0,0,2,2,1,ms818,0,0,2022,2,0,website,0,15,1
auto,89,0,0,0,2,0,2,0,ms818,2,0,2020,8,1,website,0,227,1
auto,190,0,0,0,1,2,2,0,ms498,2,0,2022,5,0,website,0,63,0
other,90,0,0,0,2,4,2,1,ms818,0,0,2021,1,1,website,0,135,0
auto,149,0,0,0,2,2,3,0,ms498,0,0,2021,9,0,website,0,28,1
auto,139,0,0,0,2,1,3,0,ms498,1,0,2022,2,0,website,0,135,0
other,77,0,0,0,0,2,2,0,ms818,1,0,2021,6,1,website,0,45,0
residential,122,0,0,0,0,2,2,0,ms818,1,0,2022,8,0,bank branch,0,467,1
auto,94,0,0,0,2,3,2,0,ms818,2,0,2021,3,1,website,0,105,0
auto,130,0,0,0,0,3,2,0,ms818,0,0,2021,10,1,bank branch,0,227,1
auto,72,0,0,0,1,0,1,0,ms818,0,0,2020,8,1,bank branch,0,22,0
auto,68,0,0,0,2,5,2,0,ms818,2,0,2022,2,0,bank branch,0,43,0
auto,188,0,0,0,2,3,2,2,ms301,0,0,2021,9,0,website,0,121,0
auto,98,0,0,0,0,2,1,0,ms818,1,0,2022,2,1,website,0,29,0
auto,133,0,0,0,0,4,2,0,ms498,0,0,2021,10,1,website,0,125,1
auto,75,0,0,0,0,3,2,0,ms818,0,0,2022,2,1,bank branch,0,16,0
other,100,0,0,0,2,2,2,0,ms818,1,0,2021,2,0,website,0,16,0
auto,75,0,0,0,1,2,2,0,ms818,0,0,2020,8,1,bank branch,0,81,1
auto,89,0,0,0,2,0,1,0,ms818,0,0,2020,8,1,website,0,9,0
residential,112,0,0,0,1,1,2,0,ms818,0,0,2020,8,1,bank branch,0,106,0
other,70,0,0,0,2,1,1,0,ms818,1,0,2022,1,1,website,0,19,0
auto,144,0,0,0,2,5,3,0,ms498,2,0,2021,11,1,bank branch,0,110,0
auto,75,0,0,0,0,2,2,0,ms818,0,0,2020,9,1,bank branch,0,81,0
auto,110,0,0,0,0,2,2,0,ms818,1,0,2021,9,0,other,0,16,0
auto,85,0,0,0,0,2,2,0,ms818,1,0,2021,7,1,website,0,67,0
other,126,0,0,0,1,2,2,0,ms818,1,0,2022,5,0,website,0,84,0
auto,101,0,0,0,1,2,2,0,ms818,1,0,2020,8,0,bank branch,0,6,0
other,126,0,0,0,2,1,2,0,ms818,2,0,2022,6,1,website,0,171,1
auto,65,0,0,0,0,2,1,0,ms818,0,0,2020,7,1,other,0,49,0
auto,107,0,0,0,2,1,2,0,ms818,1,0,2022,7,0,website,0,182,1
auto,115,0,0,0,0,2,1,0,ms818,0,0,2021,8,0,bank branch,0,106,1
auto,105,0,0,0,1,1,2,0,ms818,1,1,2020,8,0,website,0,55,0
other,66,0,0,0,2,3,2,0,ms818,0,0,2021,6,0,website,0,78,0
auto,60,0,0,0,1,2,2,0,ms818,1,0,2021,7,1,website,0,70,0
auto,31,0,0,0,0,1,1,0,ms818,2,0,2021,6,0,other,0,17,0
auto,93,0,0,0,0,4,2,0,ms818,1,0,2021,6,0,website,0,15,0
auto,117,0,0,0,0,4,2,0,ms818,1,0,2021,4,0,website,0,30,0
auto,81,0,0,0,1,2,1,0,ms818,1,0,2021,1,0,bank branch,0,39,0
auto,41,0,3,3,0,1,1,0,ms498,1,0,2021,5,0,other,1,8,0
auto,99,0,0,0,4,6,2,0,ms498,1,0,2021,11,1,website,0,188,0
auto,168,0,0,0,1,0,2,2,ms301,0,0,2021,11,1,website,0,163,1
other,88,0,0,0,0,3,2,0,ms818,1,0,2021,2,0,website,0,33,0
auto,110,0,0,0,1,0,2,0,ms818,2,0,2021,1,1,website,0,58,0
other,100,0,0,0,2,2,2,0,ms818,1,0,2020,8,1,website,0,29,0
other,99,0,0,0,1,2,2,0,ms818,2,0,2022,8,0,website,0,197,0
auto,127,0,0,0,1,1,1,0,ms818,1,0,2021,10,0,website,0,104,0
auto,191,0,0,0,1,3,2,0,ms818,2,0,2020,7,0,website,0,23,0
other,102,0,0,0,2,2,2,0,ms818,0,0,2021,4,0,website,0,25,0
auto,120,0,0,0,2,4,1,0,ms818,0,0,2021,10,1,bank branch,0,86,1
other,99,0,0,0,1,0,2,0,ms818,1,0,2021,1,1,website,0,70,0
auto,77,0,0,0,2,2,2,0,ms498,1,0,2022,3,0,website,0,103,0
auto,139,0,0,0,1,0,1,0,ms818,3,0,2021,2,1,website,0,41,0
auto,123,0,0,0,0,3,2,0,ms818,2,0,2021,12,1,website,0,139,0
auto,41,0,0,0,1,2,2,0,ms818,0,0,2021,7,1,bank branch,0,101,0
auto,60,0,0,0,2,1,1,0,ms818,0,0,2021,6,0,bank branch,0,18,1
auto,91,0,0,0,2,4,1,1,ms818,0,0,2021,6,1,website,0,35,0
auto,90,1,0,1,0,3,2,0,ms818,0,0,2020,8,1,bank branch,1,29,0
auto,134,0,0,0,0,3,2,0,ms498,1,0,2021,3,1,website,0,64,0
auto,126,0,0,0,0,1,2,0,ms498,0,0,2021,10,1,website,0,60,1
auto,141,0,0,0,0,3,2,2,ms301,2,0,2021,4,0,website,0,162,0
auto,187,0,0,0,0,3,3,0,ms498,1,0,2021,11,1,website,0,16,1
residential,128,0,0,0,2,1,1,0,ms818,0,0,2021,1,0,bank branch,0,220,1
other,128,0,0,0,0,1,2,0,ms818,0,0,2022,4,1,website,0,75,0
auto,110,0,0,0,1,2,1,0,ms498,0,0,2021,2,1,other,0,27,0
auto,179,0,0,0,1,0,3,0,ms498,1,0,2022,7,0,website,0,9,0
auto,65,0,0,0,1,2,1,0,ms818,1,0,2021,10,0,bank branch,0,302,0
other,77,0,0,0,2,5,2,0,ms818,1,0,2021,4,0,website,0,126,0
auto,131,0,0,0,0,4,1,0,ms498,1,0,2021,4,0,website,0,28,0
auto,86,0,0,0,2,3,1,0,ms818,0,0,2020,7,0,bank branch,0,208,0
auto,68,0,0,0,0,5,2,0,ms818,0,0,2022,3,1,bank branch,0,51,0
auto,85,0,0,0,2,2,2,0,ms818,1,0,2022,2,0,website,0,41,0
auto,65,0,0,0,0,3,1,0,ms818,0,0,2022,3,1,bank branch,0,62,0
other,120,0,0,0,0,3,1,0,ms818,1,0,2022,7,0,website,0,99,0
other,71,0,0,0,0,4,2,0,ms818,1,0,2022,8,1,bank branch,0,154,1
auto,99,0,0,0,0,2,2,0,ms818,2,0,2021,3,0,website,0,59,0
other,129,0,0,0,0,3,1,0,ms818,0,0,2021,9,1,website,0,49,0
other,81,0,0,0,1,1,1,0,ms818,0,0,2021,6,1,website,0,20,0
auto,113,0,0,0,0,4,2,0,ms818,0,0,2021,12,0,website,0,191,1
auto,77,0,0,0,1,2,1,0,ms818,0,0,2020,7,0,bank branch,0,13,0
auto,107,0,0,0,0,2,2,0,ms818,1,0,2022,7,1,website,0,237,1
other,98,0,0,0,0,1,1,0,ms818,1,0,2022,3,0,website,0,14,0
residential,149,0,0,0,1,5,2,0,ms498,0,0,2022,7,0,bank branch,0,65,0
auto,205,0,0,0,1,1,2,0,ms604,1,0,2021,12,1,website,0,53,0
other,88,0,0,0,0,1,2,0,ms818,1,0,2022,2,0,website,0,13,0
other,92,0,0,0,0,2,2,0,ms818,1,0,2022,4,0,website,0,41,0
auto,112,0,0,0,2,5,2,0,ms498,1,0,2022,8,1,website,0,122,0
auto,67,0,0,0,1,4,2,0,ms818,0,0,2020,10,0,bank branch,0,155,0
auto,88,0,0,0,2,3,2,0,ms818,0,0,2022,4,1,website,0,203,1
other,113,0,0,0,2,4,2,0,ms818,1,0,2022,8,1,website,0,236,1
other,139,0,0,0,1,0,2,0,ms818,0,0,2021,11,0,website,0,30,0
other,75,0,0,0,2,3,2,0,ms818,2,0,2022,3,1,website,0,101,0
auto,132,0,0,0,2,3,2,0,ms818,2,0,2021,11,0,website,0,41,0
auto,81,0,0,0,0,4,2,0,ms818,0,0,2021,8,0,bank branch,0,75,0
other,0,0,0,0,0,1,1,0,ms818,1,0,2021,10,1,website,0,19,0
auto,127,0,0,0,1,2,2,0,ms818,0,0,2021,10,0,website,0,74,1
auto,95,0,0,0,0,2,2,0,ms818,0,0,2022,2,0,bank branch,0,19,0
auto,60,0,0,0,0,1,1,0,ms818,0,0,2021,6,0,bank branch,0,8,0
auto,75,0,0,0,0,3,2,0,ms818,0,0,2020,10,0,bank branch,0,164,0
auto,79,0,0,0,0,1,1,0,ms818,0,0,2021,3,0,other,0,26,0
auto,131,0,0,0,0,3,2,0,ms818,1,0,2021,12,1,website,0,6,0
auto,90,0,0,0,0,3,2,0,ms818,1,0,2021,2,1,bank branch,0,352,0
auto,100,0,0,0,0,2,1,0,ms818,0,0,2020,8,1,bank branch,0,166,0
auto,148,0,0,0,2,4,2,0,ms498,0,0,2022,5,1,website,0,230,1
other,80,0,0,0,0,2,1,0,ms818,1,0,2021,7,1,website,0,14,0
other,78,0,0,0,2,3,2,0,ms818,0,0,2022,4,0,website,0,97,0
auto,95,0,0,0,2,3,1,0,ms818,0,0,2021,2,1,other,0,39,0
other,68,0,0,0,0,2,2,0,ms818,1,0,2021,3,0,website,0,226,1
other,71,0,0,0,0,1,2,0,ms818,0,0,2021,7,1,website,0,55,0
auto,120,1,0,1,1,3,1,0,ms818,1,0,2020,8,0,website,1,29,0
auto,65,0,0,0,0,1,2,0,ms818,1,0,2021,4,0,bank branch,0,60,0
auto,96,0,0,0,1,2,2,0,ms818,1,0,2021,8,1,website,0,80,0
auto,168,0,0,0,0,4,3,0,ms498,0,0,2021,1,1,website,0,91,0
auto,120,0,0,0,0,2,2,0,ms818,1,0,2021,10,0,website,0,54,0
auto,93,0,0,0,0,1,2,0,ms818,1,0,2021,6,0,website,0,3,0
auto,88,0,0,0,0,1,1,0,ms818,0,0,2020,12,1,other,0,5,0
auto,75,0,0,0,1,3,2,0,ms818,0,0,2021,3,0,bank branch,0,80,0
auto,75,0,0,0,2,3,2,0,ms498,0,0,2020,8,0,bank branch,0,26,0
auto,87,0,0,0,1,2,2,0,ms818,2,0,2021,12,0,website,0,54,0
auto,85,0,0,0,0,3,1,0,ms818,0,0,2022,4,1,other,0,91,1
auto,124,0,0,0,0,4,2,0,ms818,0,0,2022,4,0,bank branch,0,148,0
other,99,0,0,0,0,2,2,0,ms818,0,0,2022,6,0,website,0,202,1
auto,81,0,0,0,0,3,2,0,ms818,0,0,2021,9,0,bank branch,0,136,0
auto,72,0,0,0,1,2,2,0,ms818,1,0,2021,10,0,bank branch,0,290,0
auto,80,0,0,0,0,2,2,0,ms818,1,0,2021,7,0,other,0,41,0
auto,75,0,0,0,2,3,2,0,ms818,0,0,2022,2,0,bank branch,0,51,0
auto,80,0,0,0,0,2,2,0,ms818,0,0,2021,7,1,website,0,77,0
auto,67,0,2,2,0,2,1,0,ms818,1,1,2022,5,0,other,1,24,0
residential,91,0,0,0,0,2,2,0,ms818,1,0,2022,3,0,website,0,149,0
auto,78,0,0,0,2,1,2,0,ms818,1,0,2021,7,1,website,0,73,0
auto,95,0,0,0,1,0,1,0,ms818,0,0,2021,10,0,other,0,29,0
auto,96,0,0,0,0,3,1,0,ms818,0,0,2021,1,0,bank branch,0,190,0
auto,0,0,0,0,1,2,1,0,ms818,0,0,2020,8,0,website,0,18,0
auto,70,0,0,0,0,1,1,0,ms818,0,0,2021,4,0,bank branch,0,7,0
auto,119,0,0,0,0,4,2,1,ms818,1,0,2021,7,1,website,0,5,0
other,79,0,0,0,2,1,2,0,ms818,1,0,2022,1,1,website,0,160,1
auto,106,0,0,0,0,3,2,0,ms818,1,0,2021,7,1,website,0,11,0
other,95,0,0,0,0,2,2,0,ms818,0,0,2021,11,0,website,0,163,1
residential,121,0,0,0,2,3,2,0,ms818,1,0,2021,4,1,website,0,56,0
other,160,0,0,0,0,1,2,0,ms818,1,0,2022,7,1,website,0,61,0
other,72,0,0,0,1,0,2,0,ms818,0,0,2022,8,0,website,0,107,0
auto,126,0,0,0,0,2,2,0,ms818,1,0,2022,5,0,website,0,136,0
auto,65,1,16,17,1,0,1,0,ms818,1,0,2022,6,1,other,1,15,0
auto,80,0,0,0,1,5,2,0,ms818,2,0,2021,4,0,website,0,282,1
auto,120,0,0,0,2,1,2,0,ms818,1,0,2021,10,0,website,0,154,0
auto,250,0,0,0,1,2,2,2,ms301,0,0,2022,6,1,website,0,42,1
auto,141,0,0,0,2,2,2,0,ms818,1,0,2021,10,0,website,0,32,0
auto,177,0,0,0,1,5,3,0,ms498,2,1,2021,12,1,website,0,45,0
auto,73,0,0,0,0,2,1,0,ms818,0,0,2020,9,0,bank branch,0,32,0
auto,80,0,0,0,1,1,2,0,ms818,1,0,2022,7,0,bank branch,0,131,0
auto,87,0,0,0,1,0,2,0,ms498,1,0,2021,10,0,website,0,79,0
auto,61,0,0,0,0,4,2,0,ms818,0,0,2021,7,1,bank branch,0,89,0
auto,67,0,0,0,1,0,1,0,ms818,0,0,2021,4,1,other,0,36,0
auto,137,0,0,0,2,3,2,0,ms818,1,0,2020,7,0,website,0,19,0
auto,115,0,0,0,0,1,1,0,ms818,0,0,2022,7,1,bank branch,0,51,0
auto,139,0,0,0,0,1,2,0,ms818,0,0,2021,10,1,website,0,21,0
other,88,0,0,0,1,0,2,0,ms818,0,0,2022,1,0,website,0,18,0
auto,85,0,0,0,2,3,2,0,ms818,0,0,2021,6,1,bank branch,0,20,0
other,95,0,0,0,1,1,2,0,ms818,1,0,2021,10,1,website,0,210,0
auto,245,0,0,0,2,1,2,2,ms498,1,0,2021,8,0,website,0,2,0
auto,70,0,0,0,0,1,2,0,ms818,0,0,2021,6,1,bank branch,0,174,0
auto,98,0,0,0,0,3,2,0,ms818,0,0,2021,10,1,website,0,103,0
other,116,0,0,0,1,2,2,0,ms818,1,0,2021,9,1,website,0,67,0
auto,199,0,0,0,2,2,2,2,ms301,0,0,2021,9,1,website,0,27,1
auto,82,0,0,0,0,1,1,0,ms818,0,0,2021,7,0,bank branch,0,9,0
other,88,0,0,0,0,1,1,0,ms818,1,0,2022,2,1,website,0,18,0
auto,208,0,0,0,1,1,2,0,ms301,1,0,2021,4,0,website,0,26,0
auto,145,0,0,0,1,2,2,2,ms650,1,0,2021,1,1,website,0,33,0
auto,108,0,0,0,1,4,2,0,ms818,0,0,2021,8,0,website,0,108,0
auto,137,0,0,0,0,2,2,1,ms818,3,0,2022,3,0,website,0,38,0
auto,180,0,0,0,1,3,2,0,ms498,2,0,2022,5,1,website,0,23,0
auto,90,0,0,0,2,1,2,1,ms818,0,0,2021,4,0,bank branch,0,93,0
auto,95,0,0,0,1,2,3,0,ms818,0,0,2021,5,0,other,0,34,0
residential,137,0,0,0,0,5,2,0,ms818,0,0,2021,1,1,website,0,245,1
residential,179,0,0,0,1,5,2,0,ms498,1,0,2021,12,0,website,0,43,0
auto,83,0,0,0,0,1,3,0,ms818,1,0,2021,4,1,website,0,23,0
auto,75,0,0,0,1,1,2,0,ms818,0,0,2021,10,1,bank branch,0,131,0
other,85,0,0,0,0,4,1,0,ms818,1,0,2021,11,0,website,0,171,0
auto,170,0,0,0,0,3,2,0,ms818,0,0,2022,6,1,bank branch,0,174,1
auto,164,0,0,0,1,2,3,0,ms498,1,0,2022,3,0,website,0,70,0
auto,126,0,0,0,0,3,2,0,ms818,0,0,2022,6,1,website,0,165,0
auto,129,0,0,0,1,0,2,0,ms818,2,0,2022,7,0,website,0,22,0
